time,latitude,longitude,depth,magnitude,magnitude_type,source_agency,event_id
2018-10-18 17:49:30.040000+00:00,6.7461,92.505,10.0,4.4,mb,us,us1000he10
2018-10-28 16:53:43.460000+00:00,8.791,93.8375,10.0,4.8,mb,us,us1000hi90
2018-10-31 23:18:46.540000+00:00,6.0379,95.1105,10.0,4.5,mb,us,us2000i4zq
2018-11-07 06:37:23.520000+00:00,6.5389,95.1415,197.6,4.4,mb,us,us2000i7ug
2018-11-15 04:31:24.890000+00:00,6.19,93.1185,23.21,5.2,mb,us,us1000hs1b
2018-11-16 05:32:30.690000+00:00,5.3532,93.2588,10.95,4.2,mb,us,us1000hvr0
2018-11-17 18:51:06.620000+00:00,7.4665,94.2894,10.0,4.3,mb,us,us1000ht9b
2018-11-17 18:51:53.660000+00:00,7.6423,94.4323,10.0,4.6,mb,us,us1000ht9e
2018-12-13 00:50:26.380000+00:00,8.6753,94.6116,117.35,4.6,mb,us,us2000it3d
2018-12-20 21:12:33.840000+00:00,5.51,95.7768,41.89,4.4,mb,us,us2000ivk8
2018-12-23 23:41:40.900000+00:00,5.036,95.9323,28.89,4.2,mb,us,us2000j2xa
2018-12-26 14:36:21.170000+00:00,8.0837,93.6636,88.19,4.3,mb,us,us2000j3sq
2018-12-27 16:46:09.310000+00:00,12.8155,93.5007,75.11,4.4,mb,us,us2000iy4l
2018-12-30 15:39:19.810000+00:00,14.8932,99.1007,10.0,4.3,mb,us,us2000izbs
2018-12-31 16:45:36.650000+00:00,6.8343,92.6086,10.0,4.6,mb,us,us2000j5n9
2019-01-01 11:55:02.180000+00:00,5.3785,94.5625,43.76,4.9,mww,us,us2000izmv
2019-01-03 14:03:44.980000+00:00,11.7558,93.3604,111.1,4.5,mb,us,us2000j01m
2019-01-11 14:46:33.830000+00:00,13.0839,91.6733,10.0,4.4,mb,us,us2000j8vw
2019-01-17 02:53:06.400000+00:00,7.4036,94.3739,88.0,5.4,mww,us,us2000j4uw
2019-01-18 13:19:39.040000+00:00,14.0245,92.9974,10.0,4.5,mb,us,us2000j5qx
2019-02-09 09:21:59.530000+00:00,5.5348,95.9095,148.27,4.6,mb,us,us2000jfm0
2019-02-12 20:21:21.610000+00:00,13.4538,91.7532,10.0,4.4,mb,us,us2000jgu3
2019-02-21 19:34:36.210000+00:00,6.3346,94.2511,73.93,4.6,mb,us,us2000jl7n
2019-02-24 17:12:11.420000+00:00,10.2536,93.7785,10.0,4.3,mb,us,us2000jmh9
2019-02-28 00:00:52.290000+00:00,7.3155,94.3711,108.23,5.0,mb,us,us1000j8e4
2019-02-28 05:00:52.540000+00:00,7.5343,94.1586,10.0,4.7,mb,us,us1000j8hp
2019-03-05 07:27:02.260000+00:00,5.1466,94.2447,35.0,4.6,mb,us,us1000jaq2
2019-03-09 22:42:57.180000+00:00,5.2865,94.2773,52.63,4.4,mb,us,us1000jd1t
2019-03-10 13:20:06.945000+00:00,9.9158,92.8115,35.0,4.7,mb,us,us1000jimq
2019-03-11 01:14:29.020000+00:00,11.8129,93.6513,115.85,4.5,mb,us,us1000jddw
2019-03-14 17:28:55.347000+00:00,5.3117,94.2136,35.0,4.5,mb,us,us1000jfqx
2019-03-16 04:13:00.548000+00:00,7.3401,94.6742,206.47,4.1,mb,us,us1000jgxv
2019-03-20 10:27:35.183000+00:00,11.9231,92.8488,56.99,4.9,mb,us,us1000jj58
2019-03-21 13:42:35.034000+00:00,7.514,94.387,38.19,4.4,mb,us,us2000k72s
2019-03-22 20:50:06.360000+00:00,7.5694,94.2136,10.0,4.2,mb,us,us2000k75i
2019-03-23 11:29:27.136000+00:00,14.1145,93.0433,10.0,5.2,mww,us,us1000jkn9
2019-03-23 11:34:01.596000+00:00,13.9762,93.1001,10.0,4.9,mww,us,us1000jkna
2019-03-28 03:08:13.487000+00:00,11.1534,95.1558,10.0,5.2,mb,us,us2000k69x
2019-03-31 23:32:15.620000+00:00,7.5814,94.4348,10.0,4.5,mb,us,us2000k86h
2019-03-31 23:38:45.120000+00:00,7.8123,94.4571,10.0,4.4,mb,us,us2000kcfe
2019-03-31 23:42:01.540000+00:00,7.5642,94.3894,10.0,5.0,mb,us,us2000kcff
2019-03-31 23:42:29.980000+00:00,7.609,94.2219,10.0,4.8,mb,us,us2000k877
2019-03-31 23:44:43.830000+00:00,7.7758,94.3057,10.0,4.9,mww,us,us2000k87s
2019-03-31 23:46:41.494000+00:00,7.8278,94.2402,10.0,5.2,mww,us,us2000k87x
2019-03-31 23:48:56.640000+00:00,7.5776,94.1803,10.0,4.9,mb,us,us2000kcfi
2019-03-31 23:56:43.440000+00:00,7.5796,94.3296,10.0,5.0,mb,us,us2000kcfj
2019-03-31 23:59:50.400000+00:00,8.3118,94.6243,10.0,4.8,mb,us,us2000k889
2019-04-01 00:03:43.547000+00:00,7.806,94.364,10.0,5.0,mww,us,us2000k87i
2019-04-01 00:23:37.730000+00:00,7.6511,94.33,10.0,4.9,mb,us,us2000k883
2019-04-01 00:25:43.450000+00:00,7.6688,94.3113,10.0,5.0,mb,us,us2000k88n
2019-04-01 00:34:09.310000+00:00,7.6243,94.452,10.0,4.9,mb,us,us2000k88a
2019-04-01 00:37:27.190000+00:00,7.4732,94.2219,10.0,4.8,mb,us,us2000k88f
2019-04-01 00:44:24.880000+00:00,7.5203,94.3975,10.0,4.9,mb,us,us2000k88j
